"IDFACTURA","IDCARRITO","IDEMPLEADO","FECHAFACTURA","SUBTOTAL","IVA","TOTALFACTURA","IDFORMAPAGO"
5004,5004,68,9/30/2010,,1500,,5004
5005,5005,69,10/1/2010,,1500,,5005
5006,5006,70,10/2/2010,,1500,,5006
5007,5007,71,10/3/2010,,1500,,5007
5008,5008,72,10/4/2010,,1500,,5008
5009,5009,73,10/5/2010,,1500,,5009
5010,5010,74,10/6/2010,,1500,,5010
5011,5011,75,10/7/2010,,1500,,5011
5012,5012,76,10/8/2010,,1500,,5012
5013,5013,77,10/9/2010,,1500,,5013
5014,5014,78,10/10/2010,,1500,,5014
5015,5015,79,10/11/2010,,1500,,5015
5016,5016,80,10/12/2010,,1500,,5016
5017,5017,81,10/13/2010,,1500,,5017
5018,5018,82,10/14/2010,,1500,,5018
5019,5019,83,10/15/2010,,1500,,5019
5020,5020,84,10/16/2010,,1500,,5020
5021,5021,85,10/17/2010,,1500,,5021
5022,5022,86,10/18/2010,,1500,,5022
5023,5023,87,10/19/2010,,1500,,5023
5024,5024,88,10/20/2010,,1500,,5024
5025,5025,89,10/21/2010,,1500,,5025
5026,5026,90,10/22/2010,,1500,,5026
5027,5027,91,10/23/2010,,1500,,5027
5028,5028,92,10/24/2010,,1500,,5028
5029,5029,93,10/25/2010,,1500,,5029
5030,5030,94,10/26/2010,,1500,,5030
5031,5031,95,10/27/2010,,1500,,5031
5032,5032,96,10/28/2010,,1500,,5032
5033,5033,97,10/29/2010,,1500,,5033
5034,5034,98,10/30/2010,,1500,,5034
5035,5035,99,10/31/2010,,1500,,5035
5036,5036,100,11/1/2010,,1500,,5036
5037,5037,101,11/2/2010,,1500,,5037
5038,5038,102,11/3/2010,,1500,,5038
5039,5039,103,11/4/2010,,1500,,5039
5040,5040,104,11/5/2010,,1500,,5040
5041,5041,105,11/6/2010,,1500,,5041
5042,5042,106,11/7/2010,,1500,,5042
5043,5043,107,11/8/2010,,1500,,5043
5044,5044,108,11/9/2010,,1500,,5044
5045,5045,109,11/10/2010,,1500,,5045
5046,5046,110,11/11/2010,,1500,,5046
5047,5047,111,11/12/2010,,1500,,5047
5048,5048,112,11/13/2010,,1500,,5048
5049,5049,113,11/14/2010,,1500,,5049
5050,5050,114,11/15/2010,,1500,,5050
5051,5051,115,11/16/2010,,1500,,5051
5052,5052,116,11/17/2010,,1500,,5052
5053,5053,117,11/18/2010,,1500,,5053
5054,5054,118,11/19/2010,,1500,,5054
5055,5055,119,11/20/2010,,1500,,5055
5056,5056,120,11/21/2010,,1500,,5056
5057,5057,121,11/22/2010,,1500,,5057
5058,5058,122,11/23/2010,,1500,,5058
5059,5059,123,11/24/2010,,1500,,5059
5060,5060,124,11/25/2010,,1500,,5060
5061,5061,125,11/26/2010,,1500,,5061
5062,5062,126,11/27/2010,,1500,,5062
5063,5063,127,11/28/2010,,1500,,5063
5064,5064,128,11/29/2010,,1500,,5064
5065,5065,129,11/30/2010,,1500,,5065
5066,5066,130,12/1/2010,,1500,,5066
5067,5067,131,12/2/2010,,1500,,5067
5068,5068,132,12/3/2010,,1500,,5068
5069,5069,133,12/4/2010,,1500,,5069
5070,5070,134,12/5/2010,,1500,,5070
5071,5071,135,12/6/2010,,1500,,5071
5072,5072,136,12/7/2010,,1500,,5072
5073,5073,137,12/8/2010,,1500,,5073
5074,5074,138,12/9/2010,,1500,,5074
5075,5075,139,12/10/2010,,1500,,5075
5076,5076,140,12/11/2010,,1500,,5076
5077,5077,141,12/12/2010,,1500,,5077
5078,5078,142,12/13/2010,,1500,,5078
5079,5079,143,12/14/2010,,1500,,5079
5080,5080,144,12/15/2010,,1500,,5080
5081,5081,145,12/16/2010,,1500,,5081
5082,5082,146,12/17/2010,,1500,,5082
5083,5083,147,12/18/2010,,1500,,5083
5084,5084,148,12/19/2010,,1500,,5084
5085,5085,149,12/20/2010,,1500,,5085
5086,5086,150,12/21/2010,,1500,,5086
5087,5087,151,12/22/2010,,1500,,5087
5088,5088,152,12/23/2010,,1500,,5088
5089,5089,153,12/24/2010,,1500,,5089
5090,5090,154,12/25/2010,,1500,,5090
5091,5091,155,12/26/2010,,1500,,5091
5092,5092,156,12/27/2010,,1500,,5092
5093,5093,157,12/28/2010,,1500,,5093
5094,5094,158,12/29/2010,,1500,,5094
5095,5095,159,12/30/2010,,1500,,5095
5096,5096,160,12/31/2010,,1500,,5096
5097,5097,161,1/1/2011,,1500,,5097
5098,5098,162,1/2/2011,,1500,,5098
5099,5099,163,1/3/2011,,1500,,5099
5100,5100,164,1/4/2011,,1500,,5100
5101,5101,165,1/5/2011,,1500,,5101
5102,5102,166,1/6/2011,,1500,,5102
5103,5103,167,1/7/2011,,1500,,5103
5104,5104,168,1/8/2011,,1500,,5104
5105,5105,169,1/9/2011,,1500,,5105
5106,5106,170,1/10/2011,,1500,,5106
5107,5107,171,1/11/2011,,1500,,5107
5108,5108,172,1/12/2011,,1500,,5108
5109,5109,173,1/13/2011,,1500,,5109
5110,5110,174,1/14/2011,,1500,,5110
5111,5111,175,1/15/2011,,1500,,5111
5112,5112,176,1/16/2011,,1500,,5112
5113,5113,177,1/17/2011,,1500,,5113
5114,5114,178,1/18/2011,,1500,,5114
5115,5115,179,1/19/2011,,1500,,5115
5116,5116,180,1/20/2011,,1500,,5116
5117,5117,181,1/21/2011,,1500,,5117
5118,5118,182,1/22/2011,,1500,,5118
5119,5119,183,1/23/2011,,1500,,5119
5120,5120,184,1/24/2011,,1500,,5120
5121,5121,185,1/25/2011,,1500,,5121
5122,5122,186,1/26/2011,,1500,,5122
5123,5123,187,1/27/2011,,1500,,5123
5124,5124,188,1/28/2011,,1500,,5124
5125,5125,189,1/29/2011,,1500,,5125
5126,5126,190,1/30/2011,,1500,,5126
5127,5127,191,1/31/2011,,1500,,5127
5128,5128,192,2/1/2011,,1500,,5128
5129,5129,193,2/2/2011,,1500,,5129
5130,5130,194,2/3/2011,,1500,,5130
5131,5131,195,2/4/2011,,1500,,5131
5132,5132,196,2/5/2011,,1500,,5132
5133,5133,197,2/6/2011,,1500,,5133
5134,5134,198,2/7/2011,,1500,,5134
5135,5135,199,2/8/2011,,1500,,5135
5136,5136,200,2/9/2011,,1500,,5136
5137,5137,201,2/10/2011,,1500,,5137
5138,5138,202,2/11/2011,,1500,,5138
5139,5139,203,2/12/2011,,1500,,5139
5140,5140,204,2/13/2011,,1500,,5140
5141,5141,205,2/14/2011,,1500,,5141
5142,5142,206,2/15/2011,,1500,,5142
5143,5143,207,2/16/2011,,1500,,5143
5144,5144,208,2/17/2011,,1500,,5144
5145,5145,209,2/18/2011,,1500,,5145
5146,5146,210,2/19/2011,,1500,,5146
5147,5147,211,2/20/2011,,1500,,5147
5148,5148,212,2/21/2011,,1500,,5148
5149,5149,213,2/22/2011,,1500,,5149
5150,5150,214,2/23/2011,,1500,,5150
5151,5151,215,2/24/2011,,1500,,5151
5152,5152,216,2/25/2011,,1500,,5152
5153,5153,217,2/26/2011,,1500,,5153
5154,5154,218,2/27/2011,,1500,,5154
5155,5155,219,2/28/2011,,1500,,5155
5156,5156,220,3/1/2011,,1500,,5156
5157,5157,221,3/2/2011,,1500,,5157
5158,5158,222,3/3/2011,,1500,,5158
5159,5159,223,3/4/2011,,1500,,5159
5160,5160,224,3/5/2011,,1500,,5160
5161,5161,225,3/6/2011,,1500,,5161
5162,5162,226,3/7/2011,,1500,,5162
5163,5163,227,3/8/2011,,1500,,5163
5164,5164,228,3/9/2011,,1500,,5164
5165,5165,229,3/10/2011,,1500,,5165
5166,5166,230,3/11/2011,,1500,,5166
5167,5167,231,3/12/2011,,1500,,5167
5168,5168,232,3/13/2011,,1500,,5168
5169,5169,233,3/14/2011,,1500,,5169
5170,5170,234,3/15/2011,,1500,,5170
5171,5171,235,3/16/2011,,1500,,5171
5172,5172,236,3/17/2011,,1500,,5172
5173,5173,237,3/18/2011,,1500,,5173
5174,5174,238,3/19/2011,,1500,,5174
5175,5175,239,3/20/2011,,1500,,5175
5176,5176,240,3/21/2011,,1500,,5176
5177,5177,241,3/22/2011,,1500,,5177
5178,5178,242,3/23/2011,,1500,,5178
5179,5179,243,3/24/2011,,1500,,5179
5180,5180,244,3/25/2011,,1500,,5180
5181,5181,245,3/26/2011,,1500,,5181
5182,5182,246,3/27/2011,,1500,,5182
5183,5183,247,3/28/2011,,1500,,5183
5184,5184,248,3/29/2011,,1500,,5184
5185,5185,249,3/30/2011,,1500,,5185
5186,5186,250,3/31/2011,,1500,,5186
5187,5187,251,4/1/2011,,1500,,5187
5188,5188,252,4/2/2011,,1500,,5188
5189,5189,253,4/3/2011,,1500,,5189
5190,5190,254,4/4/2011,,1500,,5190
5191,5191,255,4/5/2011,,1500,,5191
5192,5192,256,4/6/2011,,1500,,5192
5193,5193,257,4/7/2011,,1500,,5193
5194,5194,258,4/8/2011,,1500,,5194
5195,5195,259,4/9/2011,,1500,,5195
5196,5196,260,4/10/2011,,1500,,5196
5197,5197,261,4/11/2011,,1500,,5197
5198,5198,262,4/12/2011,,1500,,5198
5199,5199,263,4/13/2011,,1500,,5199
5200,5200,264,4/14/2011,,1500,,5200
5201,5201,265,4/15/2011,,1500,,5201
5202,5202,266,4/16/2011,,1500,,5202
5203,5203,267,4/17/2011,,1500,,5203
5204,5204,268,4/18/2011,,1500,,5204
5205,5205,269,4/19/2011,,1500,,5205
5206,5206,270,4/20/2011,,1500,,5206
5207,5207,271,4/21/2011,,1500,,5207
5208,5208,272,4/22/2011,,1500,,5208
5209,5209,273,4/23/2011,,1500,,5209
5210,5210,274,4/24/2011,,1500,,5210
5211,5211,275,4/25/2011,,1500,,5211
5212,5212,276,4/26/2011,,1500,,5212
5213,5213,277,4/27/2011,,1500,,5213
5214,5214,278,4/28/2011,,1500,,5214
5215,5215,279,4/29/2011,,1500,,5215
5216,5216,280,4/30/2011,,1500,,5216
5217,5217,281,5/1/2011,,1500,,5217
5218,5218,282,5/2/2011,,1500,,5218
5219,5219,283,5/3/2011,,1500,,5219
5220,5220,284,5/4/2011,,1500,,5220
5221,5221,285,5/5/2011,,1500,,5221
5222,5222,286,5/6/2011,,1500,,5222
5223,5223,287,5/7/2011,,1500,,5223
5224,5224,288,5/8/2011,,1500,,5224
5225,5225,289,5/9/2011,,1500,,5225
5226,5226,290,5/10/2011,,1500,,5226
5227,5227,291,5/11/2011,,1500,,5227
5228,5228,292,5/12/2011,,1500,,5228
5229,5229,293,5/13/2011,,1500,,5229
5230,5230,294,5/14/2011,,1500,,5230
5231,5231,295,5/15/2011,,1500,,5231
5232,5232,296,5/16/2011,,1500,,5232
5233,5233,297,5/17/2011,,1500,,5233
5234,5234,298,5/18/2011,,1500,,5234
5235,5235,299,5/19/2011,,1500,,5235
5236,5236,300,5/20/2011,,1500,,5236
5237,5237,301,5/21/2011,,1500,,5237
5238,5238,302,5/22/2011,,1500,,5238
5239,5239,303,5/23/2011,,1500,,5239
5240,5240,304,5/24/2011,,1500,,5240
5241,5241,305,5/25/2011,,1500,,5241
5242,5242,306,5/26/2011,,1500,,5242
5243,5243,307,5/27/2011,,1500,,5243
5244,5244,308,5/28/2011,,1500,,5244
5245,5245,309,5/29/2011,,1500,,5245
5246,5246,310,5/30/2011,,1500,,5246
5247,5247,311,5/31/2011,,1500,,5247
5248,5248,312,6/1/2011,,1500,,5248
5249,5249,313,6/2/2011,,1500,,5249
5250,5250,314,6/3/2011,,1500,,5250
5251,5251,315,6/4/2011,,1500,,5251
5252,5252,316,6/5/2011,,1500,,5252
5253,5253,317,6/6/2011,,1500,,5253
5254,5254,318,6/7/2011,,1500,,5254
5255,5255,319,6/8/2011,,1500,,5255
5256,5256,320,6/9/2011,,1500,,5256
5257,5257,321,6/10/2011,,1500,,5257
5258,5258,322,6/11/2011,,1500,,5258
5259,5259,323,6/12/2011,,1500,,5259
5260,5260,324,6/13/2011,,1500,,5260
5261,5261,325,6/14/2011,,1500,,5261
5262,5262,326,6/15/2011,,1500,,5262
5263,5263,327,6/16/2011,,1500,,5263
5264,5264,328,6/17/2011,,1500,,5264
5265,5265,329,6/18/2011,,1500,,5265
5266,5266,330,6/19/2011,,1500,,5266
5267,5267,331,6/20/2011,,1500,,5267
5268,5268,332,6/21/2011,,1500,,5268
5269,5269,333,6/22/2011,,1500,,5269
5270,5270,334,6/23/2011,,1500,,5270
5271,5271,335,6/24/2011,,1500,,5271
5272,5272,336,6/25/2011,,1500,,5272
5273,5273,337,6/26/2011,,1500,,5273
5274,5274,338,6/27/2011,,1500,,5274
5275,5275,339,6/28/2011,,1500,,5275
5276,5276,340,6/29/2011,,1500,,5276
5277,5277,341,6/30/2011,,1500,,5277
5278,5278,342,7/1/2011,,1500,,5278
5279,5279,343,7/2/2011,,1500,,5279
5280,5280,344,7/3/2011,,1500,,5280
5281,5281,345,7/4/2011,,1500,,5281
5282,5282,346,7/5/2011,,1500,,5282
5283,5283,347,7/6/2011,,1500,,5283
5284,5284,348,7/7/2011,,1500,,5284
5285,5285,349,7/8/2011,,1500,,5285
5286,5286,350,7/9/2011,,1500,,5286
5287,5287,351,7/10/2011,,1500,,5287
5288,5288,352,7/11/2011,,1500,,5288
5289,5289,353,7/12/2011,,1500,,5289
5290,5290,354,7/13/2011,,1500,,5290
5291,5291,355,7/14/2011,,1500,,5291
5292,5292,356,7/15/2011,,1500,,5292
5293,5293,357,7/16/2011,,1500,,5293
5294,5294,358,7/17/2011,,1500,,5294
5295,5295,359,7/18/2011,,1500,,5295
5296,5296,360,7/19/2011,,1500,,5296
5297,5297,361,7/20/2011,,1500,,5297
5298,5298,362,7/21/2011,,1500,,5298
5299,5299,363,7/22/2011,,1500,,5299
5300,5300,364,7/23/2011,,1500,,5300
5301,5301,365,7/24/2011,,1500,,5301
5302,5302,366,7/25/2011,,1500,,5302
5303,5303,367,7/26/2011,,1500,,5303
5304,5304,368,7/27/2011,,1500,,5304
5305,5305,369,7/28/2011,,1500,,5305
5306,5306,370,7/29/2011,,1500,,5306
5307,5307,371,7/30/2011,,1500,,5307
5308,5308,372,7/31/2011,,1500,,5308
5309,5309,373,8/1/2011,,1500,,5309
5310,5310,374,8/2/2011,,1500,,5310
5311,5311,375,8/3/2011,,1500,,5311
5312,5312,376,8/4/2011,,1500,,5312
5313,5313,377,8/5/2011,,1500,,5313
5314,5314,378,8/6/2011,,1500,,5314
5315,5315,379,8/7/2011,,1500,,5315
5316,5316,380,8/8/2011,,1500,,5316
5317,5317,381,8/9/2011,,1500,,5317
5318,5318,382,8/10/2011,,1500,,5318
5319,5319,383,8/11/2011,,1500,,5319
5320,5320,384,8/12/2011,,1500,,5320
5321,5321,385,8/13/2011,,1500,,5321
5322,5322,386,8/14/2011,,1500,,5322
5323,5323,387,8/15/2011,,1500,,5323
5324,5324,388,8/16/2011,,1500,,5324
5325,5325,389,8/17/2011,,1500,,5325
5326,5326,390,8/18/2011,,1500,,5326
5327,5327,391,8/19/2011,,1500,,5327
5328,5328,392,8/20/2011,,1500,,5328
5329,5329,393,8/21/2011,,1500,,5329
5330,5330,394,8/22/2011,,1500,,5330
5331,5331,395,8/23/2011,,1500,,5331
5332,5332,396,8/24/2011,,1500,,5332
5333,5333,397,8/25/2011,,1500,,5333
5334,5334,398,8/26/2011,,1500,,5334
5335,5335,399,8/27/2011,,1500,,5335
5336,5336,400,8/28/2011,,1500,,5336
5337,5337,401,8/29/2011,,1500,,5337
5338,5338,402,8/30/2011,,1500,,5338
5339,5339,403,8/31/2011,,1500,,5339
5340,5340,404,9/1/2011,,1500,,5340
5341,5341,405,9/2/2011,,1500,,5341
5342,5342,406,9/3/2011,,1500,,5342
5343,5343,407,9/4/2011,,1500,,5343
5344,5344,408,9/5/2011,,1500,,5344
5345,5345,409,9/6/2011,,1500,,5345
5346,5346,410,9/7/2011,,1500,,5346
5347,5347,411,9/8/2011,,1500,,5347
5348,5348,412,9/9/2011,,1500,,5348
5349,5349,413,9/10/2011,,1500,,5349
5350,5350,414,9/11/2011,,1500,,5350
5351,5351,415,9/12/2011,,1500,,5351
5352,5352,416,9/13/2011,,1500,,5352
5353,5353,417,9/14/2011,,1500,,5353
5354,5354,418,9/15/2011,,1500,,5354
5355,5355,419,9/16/2011,,1500,,5355
5356,5356,420,9/17/2011,,1500,,5356
5357,5357,421,9/18/2011,,1500,,5357
5358,5358,422,9/19/2011,,1500,,5358
5359,5359,423,9/20/2011,,1500,,5359
5360,5360,424,9/21/2011,,1500,,5360
5361,5361,425,9/22/2011,,1500,,5361
5362,5362,426,9/23/2011,,1500,,5362
5363,5363,427,9/24/2011,,1500,,5363
5364,5364,428,9/25/2011,,1500,,5364
5365,5365,429,9/26/2011,,1500,,5365
5366,5366,430,9/27/2011,,1500,,5366
5367,5367,431,9/28/2011,,1500,,5367
5368,5368,432,9/29/2011,,1500,,5368
5369,5369,433,9/30/2011,,1500,,5369
5370,5370,434,10/1/2011,,1500,,5370
5371,5371,435,10/2/2011,,1500,,5371
5372,5372,436,10/3/2011,,1500,,5372
5373,5373,437,10/4/2011,,1500,,5373
5374,5374,438,10/5/2011,,1500,,5374
5375,5375,439,10/6/2011,,1500,,5375
5376,5376,440,10/7/2011,,1500,,5376
5377,5377,441,10/8/2011,,1500,,5377
5378,5378,442,10/9/2011,,1500,,5378
5379,5379,443,10/10/2011,,1500,,5379
5380,5380,444,10/11/2011,,1500,,5380
5381,5381,445,10/12/2011,,1500,,5381
5382,5382,446,10/13/2011,,1500,,5382
5383,5383,447,10/14/2011,,1500,,5383
5384,5384,448,10/15/2011,,1500,,5384
5385,5385,449,10/16/2011,,1500,,5385
5386,5386,450,10/17/2011,,1500,,5386
5387,5387,451,10/18/2011,,1500,,5387
5388,5388,452,10/19/2011,,1500,,5388
5389,5389,453,10/20/2011,,1500,,5389
5390,5390,454,10/21/2011,,1500,,5390
5391,5391,455,10/22/2011,,1500,,5391
5392,5392,456,10/23/2011,,1500,,5392
5393,5393,457,10/24/2011,,1500,,5393
5394,5394,458,10/25/2011,,1500,,5394
5395,5395,459,10/26/2011,,1500,,5395
5396,5396,460,10/27/2011,,1500,,5396
5397,5397,461,10/28/2011,,1500,,5397
5398,5398,462,10/29/2011,,1500,,5398
5399,5399,463,10/30/2011,,1500,,5399
5400,5400,464,10/31/2011,,1500,,5400
5401,5401,465,11/1/2011,,1500,,5401
5402,5402,466,11/2/2011,,1500,,5402
5403,5403,467,11/3/2011,,1500,,5403
5404,5404,468,11/4/2011,,1500,,5404
5405,5405,469,11/5/2011,,1500,,5405
5406,5406,470,11/6/2011,,1500,,5406
5407,5407,471,11/7/2011,,1500,,5407
5408,5408,472,11/8/2011,,1500,,5408
5409,5409,473,11/9/2011,,1500,,5409
5410,5410,474,11/10/2011,,1500,,5410
5411,5411,475,11/11/2011,,1500,,5411
5412,5412,476,11/12/2011,,1500,,5412
5413,5413,477,11/13/2011,,1500,,5413
5414,5414,478,11/14/2011,,1500,,5414
5415,5415,479,11/15/2011,,1500,,5415
5416,5416,480,11/16/2011,,1500,,5416
5417,5417,481,11/17/2011,,1500,,5417
5418,5418,482,11/18/2011,,1500,,5418
5419,5419,483,11/19/2011,,1500,,5419
5420,5420,484,11/20/2011,,1500,,5420
5421,5421,485,11/21/2011,,1500,,5421
5422,5422,486,11/22/2011,,1500,,5422
5423,5423,487,11/23/2011,,1500,,5423
5424,5424,488,11/24/2011,,1500,,5424
5425,5425,489,11/25/2011,,1500,,5425
5426,5426,490,11/26/2011,,1500,,5426
5427,5427,491,11/27/2011,,1500,,5427
5428,5428,492,11/28/2011,,1500,,5428
5429,5429,493,11/29/2011,,1500,,5429
5430,5430,494,11/30/2011,,1500,,5430
5431,5431,495,12/1/2011,,1500,,5431
5432,5432,496,12/2/2011,,1500,,5432
5433,5433,497,12/3/2011,,1500,,5433
5434,5434,498,12/4/2011,,1500,,5434
5435,5435,499,12/5/2011,,1500,,5435
5436,5436,500,12/6/2011,,1500,,5436
5437,5437,501,12/7/2011,,1500,,5437
5438,5438,502,12/8/2011,,1500,,5438
5439,5439,503,12/9/2011,,1500,,5439
5440,5440,504,12/10/2011,,1500,,5440
5441,5441,505,12/11/2011,,1500,,5441
5442,5442,506,12/12/2011,,1500,,5442
5443,5443,507,12/13/2011,,1500,,5443
5444,5444,508,12/14/2011,,1500,,5444
5445,5445,509,12/15/2011,,1500,,5445
5446,5446,510,12/16/2011,,1500,,5446
5447,5447,511,12/17/2011,,1500,,5447
5448,5448,512,12/18/2011,,1500,,5448
5449,5449,513,12/19/2011,,1500,,5449
5450,5450,514,12/20/2011,,1500,,5450
5451,5451,515,12/21/2011,,1500,,5451
5452,5452,516,12/22/2011,,1500,,5452
5453,5453,517,12/23/2011,,1500,,5453
5454,5454,518,12/24/2011,,1500,,5454
5455,5455,519,12/25/2011,,1500,,5455
5456,5456,520,12/26/2011,,1500,,5456
5457,5457,521,12/27/2011,,1500,,5457
5458,5458,522,12/28/2011,,1500,,5458
5459,5459,523,12/29/2011,,1500,,5459
5460,5460,524,12/30/2011,,1500,,5460
5461,5461,525,12/31/2011,,1500,,5461
5462,5462,526,1/1/2012,,1500,,5462
5463,5463,527,1/2/2012,,1500,,5463
5464,5464,528,1/3/2012,,1500,,5464
5465,5465,529,1/4/2012,,1500,,5465
5466,5466,530,1/5/2012,,1500,,5466
5467,5467,531,1/6/2012,,1500,,5467
5468,5468,532,1/7/2012,,1500,,5468
5469,5469,533,1/8/2012,,1500,,5469
5470,5470,534,1/9/2012,,1500,,5470
5471,5471,535,1/10/2012,,1500,,5471
5472,5472,536,1/11/2012,,1500,,5472
5473,5473,537,1/12/2012,,1500,,5473
5474,5474,538,1/13/2012,,1500,,5474
5475,5475,539,1/14/2012,,1500,,5475
5476,5476,540,1/15/2012,,1500,,5476
5477,5477,541,1/16/2012,,1500,,5477
5478,5478,542,1/17/2012,,1500,,5478
5479,5479,543,1/18/2012,,1500,,5479
5480,5480,544,1/19/2012,,1500,,5480
5481,5481,545,1/20/2012,,1500,,5481
5482,5482,546,1/21/2012,,1500,,5482
5483,5483,547,1/22/2012,,1500,,5483
5484,5484,548,1/23/2012,,1500,,5484
5485,5485,549,1/24/2012,,1500,,5485
5486,5486,550,1/25/2012,,1500,,5486
5487,5487,551,1/26/2012,,1500,,5487
5488,5488,552,1/27/2012,,1500,,5488
5489,5489,553,1/28/2012,,1500,,5489
5490,5490,554,1/29/2012,,1500,,5490
5491,5491,555,1/30/2012,,1500,,5491
5492,5492,556,1/31/2012,,1500,,5492
5493,5493,557,2/1/2012,,1500,,5493
5494,5494,558,2/2/2012,,1500,,5494
5495,5495,559,2/3/2012,,1500,,5495
5496,5496,560,2/4/2012,,1500,,5496
5497,5497,561,2/5/2012,,1500,,5497
5498,5498,562,2/6/2012,,1500,,5498
5499,5499,563,2/7/2012,,1500,,5499
5500,5500,564,2/8/2012,,1500,,5500
5501,5501,565,2/9/2012,,1500,,5501
5502,5502,566,2/10/2012,,1500,,5502
5503,5503,567,2/11/2012,,1500,,5503
5504,5504,568,2/12/2012,,1500,,5504
5505,5505,569,2/13/2012,,1500,,5505
5506,5506,570,2/14/2012,,1500,,5506
5507,5507,571,2/15/2012,,1500,,5507
5508,5508,572,2/16/2012,,1500,,5508
5509,5509,573,2/17/2012,,1500,,5509
5510,5510,574,2/18/2012,,1500,,5510
5511,5511,575,2/19/2012,,1500,,5511
5512,5512,576,2/20/2012,,1500,,5512
5513,5513,577,2/21/2012,,1500,,5513
5514,5514,578,2/22/2012,,1500,,5514
5515,5515,579,2/23/2012,,1500,,5515
5516,5516,580,2/24/2012,,1500,,5516
5517,5517,581,2/25/2012,,1500,,5517
5518,5518,582,2/26/2012,,1500,,5518
5519,5519,583,2/27/2012,,1500,,5519
5520,5520,584,2/28/2012,,1500,,5520
5521,5521,585,2/29/2012,,1500,,5521
5522,5522,586,3/1/2012,,1500,,5522
5523,5523,587,3/2/2012,,1500,,5523
5524,5524,588,3/3/2012,,1500,,5524
5525,5525,589,3/4/2012,,1500,,5525
5526,5526,590,3/5/2012,,1500,,5526
5527,5527,591,3/6/2012,,1500,,5527
5528,5528,592,3/7/2012,,1500,,5528
5529,5529,593,3/8/2012,,1500,,5529
5530,5530,594,3/9/2012,,1500,,5530
5531,5531,595,3/10/2012,,1500,,5531
5532,5532,596,3/11/2012,,1500,,5532
5533,5533,597,3/12/2012,,1500,,5533
5534,5534,598,3/13/2012,,1500,,5534
5535,5535,599,3/14/2012,,1500,,5535
5536,5536,600,3/15/2012,,1500,,5536
5537,5537,601,3/16/2012,,1500,,5537
5538,5538,602,3/17/2012,,1500,,5538
5539,5539,603,3/18/2012,,1500,,5539
5540,5540,604,3/19/2012,,1500,,5540
5541,5541,605,3/20/2012,,1500,,5541
5542,5542,606,3/21/2012,,1500,,5542
5543,5543,607,3/22/2012,,1500,,5543
5544,5544,608,3/23/2012,,1500,,5544
5545,5545,609,3/24/2012,,1500,,5545
5546,5546,610,3/25/2012,,1500,,5546
5547,5547,611,3/26/2012,,1500,,5547
5548,5548,612,3/27/2012,,1500,,5548
5549,5549,613,3/28/2012,,1500,,5549
5550,5550,614,3/29/2012,,1500,,5550
5551,5551,615,3/30/2012,,1500,,5551
5552,5552,616,3/31/2012,,1500,,5552
5553,5553,617,4/1/2012,,1500,,5553
5554,5554,618,4/2/2012,,1500,,5554
5555,5555,619,4/3/2012,,1500,,5555
5556,5556,620,4/4/2012,,1500,,5556
5557,5557,621,4/5/2012,,1500,,5557
5558,5558,622,4/6/2012,,1500,,5558
5559,5559,623,4/7/2012,,1500,,5559
5560,5560,624,4/8/2012,,1500,,5560
5561,5561,625,4/9/2012,,1500,,5561
5562,5562,626,4/10/2012,,1500,,5562
5563,5563,627,4/11/2012,,1500,,5563
5564,5564,628,4/12/2012,,1500,,5564
5565,5565,629,4/13/2012,,1500,,5565
5566,5566,630,4/14/2012,,1500,,5566
5567,5567,631,4/15/2012,,1500,,5567
5568,5568,632,4/16/2012,,1500,,5568
5569,5569,633,4/17/2012,,1500,,5569
5570,5570,634,4/18/2012,,1500,,5570
5571,5571,635,4/19/2012,,1500,,5571
5572,5572,636,4/20/2012,,1500,,5572
5573,5573,637,4/21/2012,,1500,,5573
5574,5574,638,4/22/2012,,1500,,5574
5575,5575,639,4/23/2012,,1500,,5575
5576,5576,640,4/24/2012,,1500,,5576
5577,5577,641,4/25/2012,,1500,,5577
5578,5578,642,4/26/2012,,1500,,5578
5579,5579,643,4/27/2012,,1500,,5579
5580,5580,644,4/28/2012,,1500,,5580
5581,5581,645,4/29/2012,,1500,,5581
5582,5582,646,4/30/2012,,1500,,5582
5583,5583,647,5/1/2012,,1500,,5583
5584,5584,648,5/2/2012,,1500,,5584
5585,5585,649,5/3/2012,,1500,,5585
5586,5586,650,5/4/2012,,1500,,5586
5587,5587,651,5/5/2012,,1500,,5587
5588,5588,652,5/6/2012,,1500,,5588
5589,5589,653,5/7/2012,,1500,,5589
5590,5590,654,5/8/2012,,1500,,5590
5591,5591,655,5/9/2012,,1500,,5591
5592,5592,656,5/10/2012,,1500,,5592
5593,5593,657,5/11/2012,,1500,,5593
5594,5594,658,5/12/2012,,1500,,5594
5595,5595,659,5/13/2012,,1500,,5595
5596,5596,660,5/14/2012,,1500,,5596
5597,5597,661,5/15/2012,,1500,,5597
5598,5598,662,5/16/2012,,1500,,5598
5599,5599,663,5/17/2012,,1500,,5599
5600,5600,664,5/18/2012,,1500,,5600
5601,5601,665,5/19/2012,,1500,,5601
5602,5602,666,5/20/2012,,1500,,5602
5603,5603,667,5/21/2012,,1500,,5603
5604,5604,668,5/22/2012,,1500,,5604
5605,5605,669,5/23/2012,,1500,,5605
5606,5606,670,5/24/2012,,1500,,5606
5607,5607,671,5/25/2012,,1500,,5607
5608,5608,672,5/26/2012,,1500,,5608
