IDENVIO,IDDETALLEVENTA,IDCLIENTE,ESTADOENVIO,FECHA
9570,9570,9570,EN PROCESO,11/14/2022
9571,9571,9571,EN PROCESO,11/15/2022
9572,9572,9572,ENTREGADO,11/16/2022
9573,9573,9573,EN PROCESO,11/17/2022
9574,9574,9574,ENTREGADO,11/18/2022
9575,9575,9575,EN PROCESO,11/19/2022
9576,9576,9576,EN PROCESO,11/20/2022
9577,9577,9577,ENTREGADO,11/21/2022
9578,9578,9578,EN PROCESO,11/22/2022
9579,9579,9579,ENTREGADO,11/23/2022
9580,9580,9580,EN PROCESO,11/24/2022
9581,9581,9581,EN PROCESO,11/25/2022
9582,9582,9582,ENTREGADO,11/26/2022
9583,9583,9583,EN PROCESO,11/27/2022
9584,9584,9584,ENTREGADO,11/28/2022
9585,9585,9585,EN PROCESO,11/29/2022
9586,9586,9586,EN PROCESO,11/30/2022
9587,9587,9587,ENTREGADO,12/1/2022
9588,9588,9588,EN PROCESO,12/2/2022
9589,9589,9589,ENTREGADO,12/3/2022
9590,9590,9590,EN PROCESO,12/4/2022
9591,9591,9591,EN PROCESO,12/5/2022
9592,9592,9592,ENTREGADO,12/6/2022
9593,9593,9593,EN PROCESO,12/7/2022
9594,9594,9594,ENTREGADO,12/8/2022
9595,9595,9595,EN PROCESO,10/1/2022
9596,9596,9596,EN PROCESO,10/2/2022
9597,9597,9597,ENTREGADO,10/3/2022
9598,9598,9598,EN PROCESO,10/4/2022
9599,9599,9599,ENTREGADO,10/5/2022
9600,9600,9600,EN PROCESO,10/6/2022
9601,9601,9601,EN PROCESO,10/7/2022
9602,9602,9602,ENTREGADO,10/8/2022
9603,9603,9603,EN PROCESO,10/9/2022
9604,9604,9604,ENTREGADO,10/10/2022
9605,9605,9605,EN PROCESO,10/11/2022
9606,9606,9606,EN PROCESO,10/12/2022
9607,9607,9607,ENTREGADO,10/13/2022
9608,9608,9608,EN PROCESO,10/14/2022
9609,9609,9609,ENTREGADO,10/15/2022
9610,9610,9610,EN PROCESO,10/16/2022
9611,9611,9611,EN PROCESO,10/17/2022
9612,9612,9612,ENTREGADO,10/18/2022
9613,9613,9613,EN PROCESO,10/19/2022
9614,9614,9614,ENTREGADO,10/20/2022
9615,9615,9615,EN PROCESO,10/21/2022
9616,9616,9616,EN PROCESO,10/22/2022
9617,9617,9617,ENTREGADO,10/23/2022
9618,9618,9618,EN PROCESO,10/24/2022
9619,9619,9619,ENTREGADO,10/25/2022
9620,9620,9620,EN PROCESO,10/26/2022
9621,9621,9621,EN PROCESO,10/27/2022
9622,9622,9622,ENTREGADO,10/28/2022
9623,9623,9623,EN PROCESO,10/29/2022
9624,9624,9624,ENTREGADO,10/30/2022
9625,9625,9625,EN PROCESO,10/31/2022
9626,9626,9626,EN PROCESO,11/1/2022
9627,9627,9627,ENTREGADO,11/2/2022
9628,9628,9628,EN PROCESO,11/3/2022
9629,9629,9629,ENTREGADO,11/4/2022
9630,9630,9630,EN PROCESO,11/5/2022
9631,9631,9631,EN PROCESO,11/6/2022
9632,9632,9632,ENTREGADO,11/7/2022
9633,9633,9633,EN PROCESO,11/8/2022
9634,9634,9634,ENTREGADO,11/9/2022
9635,9635,9635,EN PROCESO,11/10/2022
9636,9636,9636,EN PROCESO,11/11/2022
9637,9637,9637,ENTREGADO,11/12/2022
9638,9638,9638,EN PROCESO,11/13/2022
9639,9639,9639,ENTREGADO,11/14/2022
9640,9640,9640,EN PROCESO,11/15/2022
9641,9641,9641,EN PROCESO,11/16/2022
9642,9642,9642,ENTREGADO,11/17/2022
9643,9643,9643,EN PROCESO,11/18/2022
9644,9644,9644,ENTREGADO,11/19/2022
9645,9645,9645,EN PROCESO,11/20/2022
9646,9646,9646,EN PROCESO,11/21/2022
9647,9647,9647,ENTREGADO,11/22/2022
9648,9648,9648,EN PROCESO,11/23/2022
9649,9649,9649,ENTREGADO,11/24/2022
9650,9650,9650,EN PROCESO,11/25/2022
9651,9651,9651,EN PROCESO,11/26/2022
9652,9652,9652,ENTREGADO,11/27/2022
9653,9653,9653,EN PROCESO,11/28/2022
9654,9654,9654,ENTREGADO,11/29/2022
9655,9655,9655,EN PROCESO,11/30/2022
9656,9656,9656,EN PROCESO,12/1/2022
9657,9657,9657,ENTREGADO,12/2/2022
9658,9658,9658,EN PROCESO,12/3/2022
9659,9659,9659,ENTREGADO,12/4/2022
9660,9660,9660,EN PROCESO,12/5/2022
9661,9661,9661,EN PROCESO,12/6/2022
9662,9662,9662,ENTREGADO,12/7/2022
9663,9663,9663,EN PROCESO,12/8/2022
9664,9664,9664,ENTREGADO,10/1/2022
9665,9665,9665,EN PROCESO,10/2/2022
9666,9666,9666,EN PROCESO,10/3/2022
9667,9667,9667,ENTREGADO,10/4/2022
9668,9668,9668,EN PROCESO,10/5/2022
9669,9669,9669,ENTREGADO,10/6/2022
9670,9670,9670,EN PROCESO,10/7/2022
9671,9671,9671,EN PROCESO,10/8/2022
9672,9672,9672,ENTREGADO,10/9/2022
9673,9673,9673,EN PROCESO,10/10/2022
9674,9674,9674,ENTREGADO,10/11/2022
9675,9675,9675,EN PROCESO,10/12/2022
9676,9676,9676,EN PROCESO,10/13/2022
9677,9677,9677,ENTREGADO,10/14/2022
9678,9678,9678,EN PROCESO,10/15/2022
9679,9679,9679,ENTREGADO,10/16/2022
9680,9680,9680,EN PROCESO,10/17/2022
9681,9681,9681,EN PROCESO,10/18/2022
9682,9682,9682,ENTREGADO,10/19/2022
9683,9683,9683,EN PROCESO,10/20/2022
9684,9684,9684,ENTREGADO,10/21/2022
9685,9685,9685,EN PROCESO,10/22/2022
9686,9686,9686,EN PROCESO,10/23/2022
9687,9687,9687,ENTREGADO,10/24/2022
9688,9688,9688,EN PROCESO,10/25/2022
9689,9689,9689,ENTREGADO,10/26/2022
9690,9690,9690,EN PROCESO,10/27/2022
9691,9691,9691,EN PROCESO,10/28/2022
9692,9692,9692,ENTREGADO,10/29/2022
9693,9693,9693,EN PROCESO,10/30/2022
9694,9694,9694,ENTREGADO,10/31/2022
9695,9695,9695,EN PROCESO,11/1/2022
9696,9696,9696,EN PROCESO,11/2/2022
9697,9697,9697,ENTREGADO,11/3/2022
9698,9698,9698,EN PROCESO,11/4/2022
9699,9699,9699,ENTREGADO,11/5/2022
9700,9700,9700,EN PROCESO,11/6/2022
9701,9701,9701,EN PROCESO,11/7/2022
9702,9702,9702,ENTREGADO,11/8/2022
9703,9703,9703,EN PROCESO,11/9/2022
9704,9704,9704,ENTREGADO,11/10/2022
9705,9705,9705,EN PROCESO,11/11/2022
9706,9706,9706,EN PROCESO,11/12/2022
9707,9707,9707,ENTREGADO,11/13/2022
9708,9708,9708,EN PROCESO,11/14/2022
9709,9709,9709,ENTREGADO,11/15/2022
9710,9710,9710,EN PROCESO,11/16/2022
9711,9711,9711,EN PROCESO,11/17/2022
9712,9712,9712,ENTREGADO,11/18/2022
9713,9713,9713,EN PROCESO,11/19/2022
9714,9714,9714,ENTREGADO,11/20/2022
9715,9715,9715,EN PROCESO,11/21/2022
9716,9716,9716,EN PROCESO,11/22/2022
9717,9717,9717,ENTREGADO,11/23/2022
9718,9718,9718,EN PROCESO,11/24/2022
9719,9719,9719,ENTREGADO,11/25/2022
9720,9720,9720,EN PROCESO,11/26/2022
9721,9721,9721,EN PROCESO,11/27/2022
9722,9722,9722,ENTREGADO,11/28/2022
9723,9723,9723,EN PROCESO,11/29/2022
9724,9724,9724,ENTREGADO,11/30/2022
9725,9725,9725,EN PROCESO,12/1/2022
9726,9726,9726,EN PROCESO,12/2/2022
9727,9727,9727,ENTREGADO,12/3/2022
9728,9728,9728,EN PROCESO,12/4/2022
9729,9729,9729,ENTREGADO,12/5/2022
9730,9730,9730,EN PROCESO,12/6/2022
9731,9731,9731,EN PROCESO,12/7/2022
9732,9732,9732,ENTREGADO,12/8/2022
9733,9733,9733,EN PROCESO,10/1/2022
9734,9734,9734,ENTREGADO,10/2/2022
9735,9735,9735,EN PROCESO,10/3/2022
9736,9736,9736,EN PROCESO,10/4/2022
9737,9737,9737,ENTREGADO,10/5/2022
9738,9738,9738,EN PROCESO,10/6/2022
9739,9739,9739,ENTREGADO,10/7/2022
9740,9740,9740,EN PROCESO,10/8/2022
9741,9741,9741,EN PROCESO,10/9/2022
9742,9742,9742,ENTREGADO,10/10/2022
9743,9743,9743,EN PROCESO,10/11/2022
9744,9744,9744,ENTREGADO,10/12/2022
9745,9745,9745,EN PROCESO,10/13/2022
9746,9746,9746,EN PROCESO,10/14/2022
9747,9747,9747,ENTREGADO,10/15/2022
9748,9748,9748,EN PROCESO,10/16/2022
9749,9749,9749,ENTREGADO,10/17/2022
9750,9750,9750,EN PROCESO,10/18/2022
9751,9751,9751,EN PROCESO,10/19/2022
9752,9752,9752,ENTREGADO,10/20/2022
9753,9753,9753,EN PROCESO,10/21/2022
9754,9754,9754,ENTREGADO,10/22/2022
9755,9755,9755,EN PROCESO,10/23/2022
9756,9756,9756,EN PROCESO,10/24/2022
9757,9757,9757,ENTREGADO,10/25/2022
9758,9758,9758,EN PROCESO,10/26/2022
9759,9759,9759,ENTREGADO,10/27/2022
9760,9760,9760,EN PROCESO,10/28/2022
9761,9761,9761,EN PROCESO,10/29/2022
9762,9762,9762,ENTREGADO,10/30/2022
9763,9763,9763,EN PROCESO,10/31/2022
9764,9764,9764,ENTREGADO,11/1/2022
9765,9765,9765,EN PROCESO,11/2/2022
9766,9766,9766,EN PROCESO,11/3/2022
9767,9767,9767,ENTREGADO,11/4/2022
9768,9768,9768,EN PROCESO,11/5/2022
9769,9769,9769,ENTREGADO,11/6/2022
9770,9770,9770,EN PROCESO,11/7/2022
9771,9771,9771,EN PROCESO,11/8/2022
9772,9772,9772,ENTREGADO,11/9/2022
9773,9773,9773,EN PROCESO,11/10/2022
9774,9774,9774,ENTREGADO,11/11/2022
9775,9775,9775,EN PROCESO,11/12/2022
9776,9776,9776,EN PROCESO,11/13/2022
9777,9777,9777,ENTREGADO,11/14/2022
9778,9778,9778,EN PROCESO,11/15/2022
9779,9779,9779,ENTREGADO,11/16/2022
9780,9780,9780,EN PROCESO,11/17/2022
9781,9781,9781,EN PROCESO,11/18/2022
9782,9782,9782,ENTREGADO,11/19/2022
9783,9783,9783,EN PROCESO,11/20/2022
9784,9784,9784,ENTREGADO,11/21/2022
9785,9785,9785,EN PROCESO,11/22/2022
9786,9786,9786,EN PROCESO,11/23/2022
9787,9787,9787,ENTREGADO,11/24/2022
9788,9788,9788,EN PROCESO,11/25/2022
9789,9789,9789,ENTREGADO,11/26/2022
9790,9790,9790,EN PROCESO,11/27/2022
9791,9791,9791,EN PROCESO,11/28/2022
9792,9792,9792,ENTREGADO,11/29/2022
9793,9793,9793,EN PROCESO,11/30/2022
9794,9794,9794,ENTREGADO,12/1/2022
9795,9795,9795,EN PROCESO,12/2/2022
9796,9796,9796,EN PROCESO,12/3/2022
9797,9797,9797,ENTREGADO,12/4/2022
9798,9798,9798,EN PROCESO,12/5/2022
9799,9799,9799,ENTREGADO,12/6/2022
9800,9800,9800,EN PROCESO,12/7/2022
9801,9801,9801,EN PROCESO,12/8/2022
9802,9802,9802,ENTREGADO,10/1/2022
9803,9803,9803,EN PROCESO,10/2/2022
9804,9804,9804,ENTREGADO,10/3/2022
9805,9805,9805,EN PROCESO,10/4/2022
9806,9806,9806,EN PROCESO,10/5/2022
9807,9807,9807,ENTREGADO,10/6/2022
9808,9808,9808,EN PROCESO,10/7/2022
9809,9809,9809,ENTREGADO,10/8/2022
9810,9810,9810,EN PROCESO,10/9/2022
9811,9811,9811,EN PROCESO,10/10/2022
9812,9812,9812,ENTREGADO,10/11/2022
9813,9813,9813,EN PROCESO,10/12/2022
9814,9814,9814,ENTREGADO,10/13/2022
9815,9815,9815,EN PROCESO,10/14/2022
9816,9816,9816,EN PROCESO,10/15/2022
9817,9817,9817,ENTREGADO,10/16/2022
9818,9818,9818,EN PROCESO,10/17/2022
9819,9819,9819,ENTREGADO,10/18/2022
9820,9820,9820,EN PROCESO,10/19/2022
9821,9821,9821,EN PROCESO,10/20/2022
9822,9822,9822,ENTREGADO,10/21/2022
9823,9823,9823,EN PROCESO,10/22/2022
9824,9824,9824,ENTREGADO,10/23/2022
9825,9825,9825,EN PROCESO,10/24/2022
9826,9826,9826,EN PROCESO,10/25/2022
9827,9827,9827,ENTREGADO,10/26/2022
9828,9828,9828,EN PROCESO,10/27/2022
9829,9829,9829,ENTREGADO,10/28/2022
9830,9830,9830,EN PROCESO,10/29/2022
9831,9831,9831,EN PROCESO,10/30/2022
9832,9832,9832,ENTREGADO,10/31/2022
9833,9833,9833,EN PROCESO,11/1/2022
9834,9834,9834,ENTREGADO,11/2/2022
9835,9835,9835,EN PROCESO,11/3/2022
9836,9836,9836,EN PROCESO,11/4/2022
9837,9837,9837,ENTREGADO,11/5/2022
9838,9838,9838,EN PROCESO,11/6/2022
9839,9839,9839,ENTREGADO,11/7/2022
9840,9840,9840,EN PROCESO,11/8/2022
9841,9841,9841,EN PROCESO,11/9/2022
9842,9842,9842,ENTREGADO,11/10/2022
9843,9843,9843,EN PROCESO,11/11/2022
9844,9844,9844,ENTREGADO,11/12/2022
9845,9845,9845,EN PROCESO,11/13/2022
9846,9846,9846,EN PROCESO,11/14/2022
9847,9847,9847,ENTREGADO,11/15/2022
9848,9848,9848,EN PROCESO,11/16/2022
9849,9849,9849,ENTREGADO,11/17/2022
9850,9850,9850,EN PROCESO,11/18/2022
9851,9851,9851,EN PROCESO,11/19/2022
9852,9852,9852,ENTREGADO,11/20/2022
9853,9853,9853,EN PROCESO,11/21/2022
9854,9854,9854,ENTREGADO,11/22/2022
9855,9855,9855,EN PROCESO,11/23/2022
9856,9856,9856,EN PROCESO,11/24/2022
9857,9857,9857,ENTREGADO,11/25/2022
9858,9858,9858,EN PROCESO,11/26/2022
9859,9859,9859,ENTREGADO,11/27/2022
9860,9860,9860,EN PROCESO,11/28/2022
9861,9861,9861,EN PROCESO,11/29/2022
9862,9862,9862,ENTREGADO,11/30/2022
9863,9863,9863,EN PROCESO,12/1/2022
9864,9864,9864,ENTREGADO,12/2/2022
9865,9865,9865,EN PROCESO,12/3/2022
9866,9866,9866,EN PROCESO,12/4/2022
9867,9867,9867,ENTREGADO,12/5/2022
9868,9868,9868,EN PROCESO,12/6/2022
9869,9869,9869,ENTREGADO,12/7/2022
9870,9870,9870,EN PROCESO,12/8/2022
9871,9871,9871,EN PROCESO,10/1/2022
9872,9872,9872,ENTREGADO,10/2/2022
9873,9873,9873,EN PROCESO,10/3/2022
9874,9874,9874,ENTREGADO,10/4/2022
9875,9875,9875,EN PROCESO,10/5/2022
9876,9876,9876,EN PROCESO,10/6/2022
9877,9877,9877,ENTREGADO,10/7/2022
9878,9878,9878,EN PROCESO,10/8/2022
9879,9879,9879,ENTREGADO,10/9/2022
9880,9880,9880,EN PROCESO,10/10/2022
9881,9881,9881,EN PROCESO,10/11/2022
9882,9882,9882,ENTREGADO,10/12/2022
9883,9883,9883,EN PROCESO,10/13/2022
9884,9884,9884,ENTREGADO,10/14/2022
9885,9885,9885,EN PROCESO,10/15/2022
9886,9886,9886,EN PROCESO,10/16/2022
9887,9887,9887,ENTREGADO,10/17/2022
9888,9888,9888,EN PROCESO,10/18/2022
9889,9889,9889,ENTREGADO,10/19/2022
9890,9890,9890,EN PROCESO,10/20/2022
9891,9891,9891,EN PROCESO,10/21/2022
9892,9892,9892,ENTREGADO,10/22/2022
9893,9893,9893,EN PROCESO,10/23/2022
9894,9894,9894,ENTREGADO,10/24/2022
9895,9895,9895,EN PROCESO,10/25/2022
9896,9896,9896,EN PROCESO,10/26/2022
9897,9897,9897,ENTREGADO,10/27/2022
9898,9898,9898,EN PROCESO,10/28/2022
9899,9899,9899,ENTREGADO,10/29/2022
9900,9900,9900,EN PROCESO,10/30/2022
9901,9901,9901,EN PROCESO,10/31/2022
9902,9902,9902,ENTREGADO,11/1/2022
9903,9903,9903,EN PROCESO,11/2/2022
9904,9904,9904,ENTREGADO,11/3/2022
9905,9905,9905,EN PROCESO,11/4/2022
9906,9906,9906,EN PROCESO,11/5/2022
9907,9907,9907,ENTREGADO,11/6/2022
9908,9908,9908,EN PROCESO,11/7/2022
9909,9909,9909,ENTREGADO,11/8/2022
9910,9910,9910,EN PROCESO,11/9/2022
9911,9911,9911,EN PROCESO,11/10/2022
9912,9912,9912,ENTREGADO,11/11/2022
9913,9913,9913,EN PROCESO,11/12/2022
9914,9914,9914,ENTREGADO,11/13/2022
9915,9915,9915,EN PROCESO,11/14/2022
9916,9916,9916,EN PROCESO,11/15/2022
9917,9917,9917,ENTREGADO,11/16/2022
9918,9918,9918,EN PROCESO,11/17/2022
9919,9919,9919,ENTREGADO,11/18/2022
9920,9920,9920,EN PROCESO,11/19/2022
9921,9921,9921,EN PROCESO,11/20/2022
9922,9922,9922,ENTREGADO,11/21/2022
9923,9923,9923,EN PROCESO,11/22/2022
9924,9924,9924,ENTREGADO,11/23/2022
9925,9925,9925,EN PROCESO,11/24/2022
9926,9926,9926,EN PROCESO,11/25/2022
9927,9927,9927,ENTREGADO,11/26/2022
9928,9928,9928,EN PROCESO,11/27/2022
9929,9929,9929,ENTREGADO,11/28/2022
9930,9930,9930,EN PROCESO,11/29/2022
9931,9931,9931,EN PROCESO,11/30/2022
9932,9932,9932,ENTREGADO,12/1/2022
9933,9933,9933,EN PROCESO,12/2/2022
9934,9934,9934,ENTREGADO,12/3/2022
9935,9935,9935,EN PROCESO,12/4/2022
9936,9936,9936,EN PROCESO,12/5/2022
9937,9937,9937,ENTREGADO,12/6/2022
9938,9938,9938,EN PROCESO,12/7/2022
9939,9939,9939,ENTREGADO,12/8/2022
9940,9940,9940,EN PROCESO,10/1/2022
9941,9941,9941,EN PROCESO,10/2/2022
9942,9942,9942,ENTREGADO,10/3/2022
9943,9943,9943,EN PROCESO,10/4/2022
9944,9944,9944,ENTREGADO,10/5/2022
9945,9945,9945,EN PROCESO,10/6/2022
9946,9946,9946,EN PROCESO,10/7/2022
9947,9947,9947,ENTREGADO,10/8/2022
9948,9948,9948,EN PROCESO,10/9/2022
9949,9949,9949,ENTREGADO,10/10/2022
9950,9950,9950,EN PROCESO,10/11/2022
9951,9951,9951,EN PROCESO,10/12/2022
9952,9952,9952,ENTREGADO,10/13/2022
9953,9953,9953,EN PROCESO,10/14/2022
9954,9954,9954,ENTREGADO,10/15/2022
9955,9955,9955,EN PROCESO,10/16/2022
9956,9956,9956,EN PROCESO,10/17/2022
9957,9957,9957,ENTREGADO,10/18/2022
9958,9958,9958,EN PROCESO,10/19/2022
9959,9959,9959,ENTREGADO,10/20/2022
9960,9960,9960,EN PROCESO,10/21/2022
9961,9961,9961,EN PROCESO,10/22/2022
9962,9962,9962,ENTREGADO,10/23/2022
9963,9963,9963,EN PROCESO,10/24/2022
9964,9964,9964,ENTREGADO,10/25/2022
9965,9965,9965,EN PROCESO,10/26/2022
9966,9966,9966,EN PROCESO,10/27/2022
9967,9967,9967,ENTREGADO,10/28/2022
9968,9968,9968,EN PROCESO,10/29/2022
9969,9969,9969,ENTREGADO,10/30/2022
9970,9970,9970,EN PROCESO,10/31/2022
9971,9971,9971,EN PROCESO,11/1/2022
9972,9972,9972,ENTREGADO,11/2/2022
9973,9973,9973,EN PROCESO,11/3/2022
9974,9974,9974,ENTREGADO,11/4/2022
9975,9975,9975,EN PROCESO,11/5/2022
9976,9976,9976,EN PROCESO,11/6/2022
9977,9977,9977,ENTREGADO,11/7/2022
9978,9978,9978,EN PROCESO,11/8/2022
9979,9979,9979,ENTREGADO,11/9/2022
9980,9980,9980,EN PROCESO,11/10/2022
9981,9981,9981,EN PROCESO,11/11/2022
9982,9982,9982,ENTREGADO,11/12/2022
9983,9983,9983,EN PROCESO,11/13/2022
9984,9984,9984,ENTREGADO,11/14/2022
9985,9985,9985,EN PROCESO,11/15/2022
9986,9986,9986,EN PROCESO,11/16/2022
9987,9987,9987,ENTREGADO,11/17/2022
9988,9988,9988,EN PROCESO,11/18/2022
9989,9989,9989,ENTREGADO,11/19/2022
9990,9990,9990,EN PROCESO,11/20/2022
9991,9991,9991,EN PROCESO,11/21/2022
9992,9992,9992,ENTREGADO,11/22/2022
9993,9993,9993,EN PROCESO,11/23/2022
9994,9994,9994,ENTREGADO,11/24/2022
9995,9995,9995,EN PROCESO,11/25/2022
9996,9996,9996,EN PROCESO,11/26/2022
9997,9997,9997,ENTREGADO,11/27/2022
9998,9998,9998,EN PROCESO,11/28/2022
9999,9999,9999,ENTREGADO,11/29/2022
10000,10000,10000,EN PROCESO,11/30/2022
10001,10001,10001,EN PROCESO,12/1/2022
10002,10002,10002,ENTREGADO,12/2/2022
10003,10003,10003,EN PROCESO,12/3/2022
10004,10004,10004,ENTREGADO,12/4/2022
10005,10005,10005,EN PROCESO,12/5/2022
10006,10006,10006,EN PROCESO,12/6/2022
10007,10007,10007,ENTREGADO,12/7/2022
10008,10008,10008,EN PROCESO,12/8/2022
10009,10009,10009,ENTREGADO,10/1/2022
10010,10010,10010,EN PROCESO,10/2/2022
10011,10011,10011,EN PROCESO,10/3/2022
10012,10012,10012,ENTREGADO,10/4/2022
10013,10013,10013,EN PROCESO,10/5/2022
10014,10014,10014,ENTREGADO,10/6/2022
10015,10015,10015,EN PROCESO,10/7/2022
10016,10016,10016,EN PROCESO,10/8/2022
10017,10017,10017,ENTREGADO,10/9/2022
10018,10018,10018,EN PROCESO,10/10/2022
10019,10019,10019,ENTREGADO,10/11/2022
10020,10020,10020,EN PROCESO,10/12/2022
10021,10021,10021,EN PROCESO,10/13/2022
10022,10022,10022,ENTREGADO,10/14/2022
10023,10023,10023,EN PROCESO,10/15/2022
10024,10024,10024,ENTREGADO,10/16/2022
10025,10025,10025,EN PROCESO,10/17/2022
10026,10026,10026,EN PROCESO,10/18/2022
10027,10027,10027,ENTREGADO,10/19/2022
10028,10028,10028,EN PROCESO,10/20/2022
10029,10029,10029,ENTREGADO,10/21/2022
10030,10030,10030,EN PROCESO,10/22/2022
10031,10031,10031,EN PROCESO,10/23/2022
10032,10032,10032,ENTREGADO,10/24/2022
10033,10033,10033,EN PROCESO,10/25/2022
10034,10034,10034,ENTREGADO,10/26/2022
10035,10035,10035,EN PROCESO,10/27/2022
10036,10036,10036,EN PROCESO,10/28/2022
10037,10037,10037,ENTREGADO,10/29/2022
10038,10038,10038,EN PROCESO,10/30/2022
10039,10039,10039,ENTREGADO,10/31/2022
10040,10040,10040,EN PROCESO,11/1/2022
10041,10041,10041,EN PROCESO,11/2/2022
10042,10042,10042,ENTREGADO,11/3/2022
10043,10043,10043,EN PROCESO,11/4/2022
10044,10044,10044,ENTREGADO,11/5/2022
10045,10045,10045,EN PROCESO,11/6/2022
10046,10046,10046,EN PROCESO,11/7/2022
10047,10047,10047,ENTREGADO,11/8/2022
10048,10048,10048,EN PROCESO,11/9/2022
10049,10049,10049,ENTREGADO,11/10/2022
10050,10050,10050,EN PROCESO,11/11/2022
10051,10051,10051,EN PROCESO,11/12/2022
10052,10052,10052,ENTREGADO,11/13/2022
10053,10053,10053,EN PROCESO,11/14/2022
10054,10054,10054,ENTREGADO,11/15/2022
10055,10055,10055,EN PROCESO,11/16/2022
10056,10056,10056,EN PROCESO,11/17/2022
10057,10057,10057,ENTREGADO,11/18/2022
10058,10058,10058,EN PROCESO,11/19/2022
10059,10059,10059,ENTREGADO,11/20/2022
10060,10060,10060,EN PROCESO,11/21/2022
10061,10061,10061,EN PROCESO,11/22/2022
10062,10062,10062,ENTREGADO,11/23/2022
10063,10063,10063,EN PROCESO,11/24/2022
10064,10064,10064,ENTREGADO,11/25/2022
10065,10065,10065,EN PROCESO,11/26/2022
10066,10066,10066,EN PROCESO,11/27/2022
10067,10067,10067,ENTREGADO,11/28/2022
10068,10068,10068,EN PROCESO,11/29/2022
10069,10069,10069,ENTREGADO,11/30/2022
10070,10070,10070,EN PROCESO,12/1/2022
10071,10071,10071,EN PROCESO,12/2/2022
10072,10072,10072,ENTREGADO,12/3/2022
10073,10073,10073,EN PROCESO,12/4/2022
10074,10074,10074,ENTREGADO,12/5/2022
10075,10075,10075,EN PROCESO,12/6/2022
10076,10076,10076,EN PROCESO,12/7/2022
10077,10077,10077,ENTREGADO,12/8/2022
10078,10078,10078,EN PROCESO,10/1/2022
10079,10079,10079,ENTREGADO,10/2/2022
10080,10080,10080,EN PROCESO,10/3/2022
10081,10081,10081,EN PROCESO,10/4/2022
10082,10082,10082,ENTREGADO,10/5/2022
10083,10083,10083,EN PROCESO,10/6/2022
10084,10084,10084,ENTREGADO,10/7/2022
10085,10085,10085,EN PROCESO,10/8/2022
10086,10086,10086,EN PROCESO,10/9/2022
10087,10087,10087,ENTREGADO,10/10/2022
10088,10088,10088,EN PROCESO,10/11/2022
10089,10089,10089,ENTREGADO,10/12/2022
10090,10090,10090,EN PROCESO,10/13/2022
10091,10091,10091,EN PROCESO,10/14/2022
10092,10092,10092,ENTREGADO,10/15/2022
10093,10093,10093,EN PROCESO,10/16/2022
10094,10094,10094,ENTREGADO,10/17/2022
10095,10095,10095,EN PROCESO,10/18/2022
10096,10096,10096,EN PROCESO,10/19/2022
10097,10097,10097,ENTREGADO,10/20/2022
10098,10098,10098,EN PROCESO,10/21/2022
10099,10099,10099,ENTREGADO,10/22/2022
10100,10100,10100,EN PROCESO,10/23/2022
10101,10101,10101,EN PROCESO,10/24/2022
10102,10102,10102,ENTREGADO,10/25/2022
10103,10103,10103,EN PROCESO,10/26/2022
10104,10104,10104,ENTREGADO,10/27/2022
10105,10105,10105,EN PROCESO,10/28/2022
10106,10106,10106,EN PROCESO,10/29/2022
10107,10107,10107,ENTREGADO,10/30/2022
10108,10108,10108,EN PROCESO,10/31/2022
10109,10109,10109,ENTREGADO,11/1/2022
10110,10110,10110,EN PROCESO,11/2/2022
10111,10111,10111,EN PROCESO,11/3/2022
10112,10112,10112,ENTREGADO,11/4/2022
10113,10113,10113,EN PROCESO,11/5/2022
10114,10114,10114,ENTREGADO,11/6/2022
10115,10115,10115,EN PROCESO,11/7/2022
10116,10116,10116,EN PROCESO,11/8/2022
10117,10117,10117,ENTREGADO,11/9/2022
10118,10118,10118,EN PROCESO,11/10/2022
10119,10119,10119,ENTREGADO,11/11/2022
10120,10120,10120,EN PROCESO,11/12/2022
10121,10121,10121,EN PROCESO,11/13/2022
10122,10122,10122,ENTREGADO,11/14/2022
10123,10123,10123,EN PROCESO,11/15/2022
10124,10124,10124,ENTREGADO,11/16/2022
10125,10125,10125,EN PROCESO,11/17/2022
10126,10126,10126,EN PROCESO,11/18/2022
10127,10127,10127,ENTREGADO,11/19/2022
10128,10128,10128,EN PROCESO,11/20/2022
10129,10129,10129,ENTREGADO,11/21/2022
10130,10130,10130,EN PROCESO,11/22/2022
10131,10131,10131,EN PROCESO,11/23/2022
10132,10132,10132,ENTREGADO,11/24/2022
10133,10133,10133,EN PROCESO,11/25/2022
10134,10134,10134,ENTREGADO,11/26/2022
10135,10135,10135,EN PROCESO,11/27/2022
10136,10136,10136,EN PROCESO,11/28/2022
10137,10137,10137,ENTREGADO,11/29/2022
10138,10138,10138,EN PROCESO,11/30/2022
10139,10139,10139,ENTREGADO,12/1/2022
10140,10140,10140,EN PROCESO,12/2/2022
10141,10141,10141,EN PROCESO,12/3/2022
10142,10142,10142,ENTREGADO,12/4/2022
10143,10143,10143,EN PROCESO,12/5/2022
10144,10144,10144,ENTREGADO,12/6/2022
10145,10145,10145,EN PROCESO,12/7/2022
10146,10146,10146,EN PROCESO,12/8/2022
10147,10147,10147,ENTREGADO,10/1/2022
10148,10148,10148,EN PROCESO,10/2/2022
10149,10149,10149,ENTREGADO,10/3/2022
10150,10150,10150,EN PROCESO,10/4/2022
