"IDPRODUCTO","NOMBREPRODUCTO","PRECIOPRODUCTO","DESCRIPCIONPRODUCTO","ESTADO","CANTIDADDISPONIBLE","IMAGENPRODUCTO","IDCATEGORIA"
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3970
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3971
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3972
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3973
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3974
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3975
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3976
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3977
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3978
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3979
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3980
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3981
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3982
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3983
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3984
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3985
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3986
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3987
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3988
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3989
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",3990
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",3991
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",3992
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",3993
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",3994
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",3995
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",3996
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",3997
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",3998
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",3999
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",4000
2,"HAMBURGUESA",28500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4001
7,"PIZZA",2000,"PIZZA","AGOTADO",7,"PIZZA",4002
4,"REFRESCO",3500,"REFRESCO","DISPONIBLE",4,"REFRESCO",4003
1,"POSTRE",5000,"POSTRE","AGOTADO",1,"POSTRE",4004
6,"ALITAS",15000,"ALITAS","DISPONIBLE",6,"ALITAS",4005
2,"HAMBURGUESA",28500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4006
7,"PIZZA",2000,"PIZZA","DISPONIBLE",7,"PIZZA",4007
4,"REFRESCO",3500,"REFRESCO","AGOTADO",4,"REFRESCO",4008
1,"POSTRE",5000,"POSTRE","DISPONIBLE",1,"POSTRE",4009
6,"ALITAS",15000,"ALITAS","AGOTADO",6,"ALITAS",4010
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4011
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4012
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4013
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4014
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4015
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4016
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4017
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4018
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4019
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4020
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4021
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4022
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4023
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4024
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4025
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4026
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4027
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4028
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4029
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4030
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4031
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4032
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4033
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4034
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4035
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4036
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4037
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4038
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4039
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4040
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4041
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4042
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4043
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4044
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4045
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4046
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4047
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4048
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4049
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4050
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4051
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4052
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4053
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4054
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4055
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4056
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4057
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4058
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4059
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4060
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4061
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4062
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4063
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4064
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4065
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4066
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4067
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4068
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4069
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4070
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4071
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4072
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4073
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4074
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4075
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4076
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4077
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4078
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4079
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4080
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4081
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4082
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4083
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4084
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4085
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4086
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4087
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4088
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4089
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4090
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4091
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4092
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4093
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4094
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4095
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4096
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4097
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4098
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4099
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4100
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4101
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4102
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4103
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4104
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4105
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4106
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4107
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4108
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4109
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4110
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4111
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4112
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4113
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4114
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4115
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4116
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4117
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4118
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4119
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4120
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4121
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4122
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4123
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4124
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4125
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4126
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4127
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4128
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4129
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4130
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4131
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4132
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4133
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4134
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4135
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4136
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4137
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4138
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4139
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4140
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4141
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4142
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4143
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4144
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4145
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4146
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4147
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4148
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4149
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4150
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4151
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4152
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4153
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4154
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4155
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4156
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4157
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4158
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4159
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4160
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4161
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4162
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4163
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4164
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4165
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4166
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4167
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4168
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4169
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4170
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4171
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4172
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4173
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4174
6,"ALITAS",28500,"ALITAS","DISPONIBLE",6,"ALITAS",4175
2,"HAMBURGUESA",2000,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4176
7,"PIZZA",3500,"PIZZA","DISPONIBLE",7,"PIZZA",4177
4,"REFRESCO",5000,"REFRESCO","AGOTADO",4,"REFRESCO",4178
1,"POSTRE",15000,"POSTRE","DISPONIBLE",1,"POSTRE",4179
6,"ALITAS",28500,"ALITAS","AGOTADO",6,"ALITAS",4180
2,"HAMBURGUESA",2000,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4181
7,"PIZZA",3500,"PIZZA","AGOTADO",7,"PIZZA",4182
4,"REFRESCO",5000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4183
1,"POSTRE",15000,"POSTRE","AGOTADO",1,"POSTRE",4184
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4185
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4186
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4187
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4188
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4189
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4190
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4191
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4192
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4193
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4194
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4195
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4196
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4197
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4198
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4199
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4200
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4201
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4202
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4203
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4204
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4205
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4206
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4207
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4208
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4209
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4210
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4211
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4212
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4213
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4214
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4215
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4216
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4217
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4218
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4219
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4220
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4221
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4222
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4223
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4224
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4225
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4226
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4227
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4228
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4229
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4230
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4231
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4232
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4233
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4234
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4235
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4236
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4237
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4238
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4239
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4240
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4241
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4242
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4243
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4244
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4245
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4246
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4247
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4248
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4249
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4250
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4251
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4252
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4253
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4254
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4255
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4256
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4257
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4258
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4259
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4260
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4261
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4262
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4263
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4264
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4265
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4266
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4267
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4268
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4269
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4270
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4271
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4272
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4273
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4274
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4275
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4276
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4277
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4278
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4279
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4280
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4281
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4282
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4283
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4284
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4285
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4286
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4287
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4288
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4289
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4290
2,"HAMBURGUESA",3500,"HAMBURGUESA","DISPONIBLE",2,"HAMBURGUESA",4291
7,"PIZZA",5000,"PIZZA","AGOTADO",7,"PIZZA",4292
4,"REFRESCO",15000,"REFRESCO","DISPONIBLE",4,"REFRESCO",4293
1,"POSTRE",28500,"POSTRE","AGOTADO",1,"POSTRE",4294
6,"ALITAS",2000,"ALITAS","DISPONIBLE",6,"ALITAS",4295
2,"HAMBURGUESA",3500,"HAMBURGUESA","AGOTADO",2,"HAMBURGUESA",4296
7,"PIZZA",5000,"PIZZA","DISPONIBLE",7,"PIZZA",4297
4,"REFRESCO",15000,"REFRESCO","AGOTADO",4,"REFRESCO",4298
1,"POSTRE",28500,"POSTRE","DISPONIBLE",1,"POSTRE",4299
6,"ALITAS",2000,"ALITAS","AGOTADO",6,"ALITAS",4300
